,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNWD,TMAX,TMIN
15060,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-28,3.0,,24.6,18.1
15061,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-29,1.3,,25.8,18.2
15062,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-30,0.0,,26.3,16.5
15063,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-03-31,0.0,,24.2,15.0
15064,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-01,1.3,,23.1,18.9
15065,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-02,0.0,,22.7,17.3
15066,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-03,0.0,,22.9,14.0
15067,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-04,0.0,,24.6,12.2
15068,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-05,0.0,,22.0,16.5
15069,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-06,2.0,,22.2,14.6
15070,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-07,0.0,,22.7,13.1
15071,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-08,0.0,,27.3,12.8
15072,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-09,0.0,,24.1,14.5
15073,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-10,0.0,,26.4,14.6
15074,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-11,0.0,,29.3,15.6
15075,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-12,0.0,,23.9,18.8
15076,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-13,63.2,,21.3,16.4
15077,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-14,0.0,,22.2,14.9
15078,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-15,0.0,,21.7,12.5
15079,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-16,3.0,,21.7,12.6
15080,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-17,0.0,,21.7,12.9
15081,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-18,5.1,,24.3,14.8
15082,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-19,0.8,,22.3,9.8
15083,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-20,0.0,,22.6,11.6
15084,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-21,0.0,,21.8,8.2
15085,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-22,0.0,,21.8,11.2
15086,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-23,0.0,,22.4,14.9
15087,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-24,0.0,,24.6,12.8
15088,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-25,0.0,,24.4,12.0
15089,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-26,0.0,,25.2,13.7
15090,ASN00066037,"SYDNEY AIRPORT AMO, AS",-33.9465,151.1731,6.0,1971-04-27,2.5,,22.5,11.1
